"proof_id"	"result_id"	"proof_goal_id"	"declared_classification"	"proof_method"	"direct_package_dependencies"	"transitive_dependency_count"	"system_symbol_count"	"wolfram_pass"	"python_algorithm"	"python_must_check"
"MAX-G7.RANK.01.WOLFRAM-PROOF"	"MAX-G7"	"MAX-G7.RANK.01"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`interpolationDegree;SecondOrderPhonologyVerification`Private`mixedRadixDirection"	3	5	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"MAX-G7.CONTACT.02.WOLFRAM-PROOF"	"MAX-G7"	"MAX-G7.CONTACT.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	14	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"MAX-G7.RAY.03.WOLFRAM-PROOF"	"MAX-G7"	"MAX-G7.RAY.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	8	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G8.SHARP.01.WOLFRAM-PROOF"	"MAX-G8"	"MAX-G8.SHARP.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`orderedContactPolynomial;SecondOrderPhonologyVerification`Private`primitiveIntegerCoefficientList"	2	4	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G8.CAPACITY.02.WOLFRAM-PROOF"	"MAX-G8"	"MAX-G8.CAPACITY.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	4	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G8.BOUNDARY.03.WOLFRAM-PROOF"	"MAX-G8"	"MAX-G8.BOUNDARY.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`contactPhasePolynomial"	1	15	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"MAX-G9.LAWTOENV.01.WOLFRAM-PROOF"	"MAX-G9"	"MAX-G9.LAWTOENV.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`normalizedLaw;SecondOrderPhonologyVerification`Private`responseEnvelope"	3	10	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G9.ENVTOLAW.02.WOLFRAM-PROOF"	"MAX-G9"	"MAX-G9.ENVTOLAW.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	6	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"APP-MCC-GRID.CONTINUUM.01.WOLFRAM-PROOF"	"APP-MCC-GRID"	"APP-MCC-GRID.CONTINUUM.01"	"ExactSymbolicPass"	"ApplicationReplayProof"	""	0	9	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"APP-MCC-GRID.LATTICE.02.WOLFRAM-PROOF"	"APP-MCC-GRID"	"APP-MCC-GRID.LATTICE.02"	"ExhaustiveFinitePass"	"ApplicationReplayProof"	""	0	15	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"APP-MCC-GRID.VERDICT.03.WOLFRAM-PROOF"	"APP-MCC-GRID"	"APP-MCC-GRID.VERDICT.03"	"ExactConstructivePass"	"ApplicationReplayProof"	""	0	5	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"APP-MCC-LENGTH.ANCHORS.01.WOLFRAM-PROOF"	"APP-MCC-LENGTH"	"APP-MCC-LENGTH.ANCHORS.01"	"ExactConstructivePass"	"ApplicationReplayProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile;SecondOrderPhonologyVerification`Private`quadraticSupportIndex"	5	4	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"APP-MCC-LENGTH.ONEFOLLOWER.02.WOLFRAM-PROOF"	"APP-MCC-LENGTH"	"APP-MCC-LENGTH.ONEFOLLOWER.02"	"ExactConstructivePass"	"ApplicationReplayProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile"	5	4	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"APP-MCC-COMP.COUNTS.01.WOLFRAM-PROOF"	"APP-MCC-COMP"	"APP-MCC-COMP.COUNTS.01"	"ExactConstructivePass"	"ApplicationReplayProof"	"SecondOrderPhonologyVerification`Private`compilerLabelCount;SecondOrderPhonologyVerification`Private`mccollumCompiler"	7	3	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"APP-MCC-COMP.PARAMETER.02.WOLFRAM-PROOF"	"APP-MCC-COMP"	"APP-MCC-COMP.PARAMETER.02"	"ExactConstructivePass"	"ApplicationReplayProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile"	5	6	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"APP-MCC-COMP.TYPE.03.WOLFRAM-PROOF"	"APP-MCC-COMP"	"APP-MCC-COMP.TYPE.03"	"ExactConstructivePass"	"ApplicationReplayProof"	""	0	6	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"APP-BASIC.REUSE.01.WOLFRAM-PROOF"	"APP-BASIC"	"APP-BASIC.REUSE.01"	"ExactConstructivePass"	"ApplicationReplayProof"	"SecondOrderPhonologyVerification`Private`basicSyllableProof"	2	6	true	"ApplicationReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Recompute the source-transcribed finite arithmetic and all displayed witness conditions from exact inputs. | Verify the application-specific scope guard; do not upcast the finite arithmetic to a broader empirical claim."
"DATA-PT-R1.REPLAY.01.WOLFRAM-PROOF"	"DATA-PT-R1"	"DATA-PT-R1.REPLAY.01"	"ExhaustiveFinitePass"	"DatasetReplayProof"	"SecondOrderPhonologyVerification`Private`portugueseLedgerProof"	6	6	true	"DatasetReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Verify the embedded canonical payload hash, schema, natural-key uniqueness, and exact row count. | Recompute every reported count and decision from all embedded rows; do not treat the acoustic corpus as rerun."
"DATA-EN-R1.REPLAY.01.WOLFRAM-PROOF"	"DATA-EN-R1"	"DATA-EN-R1.REPLAY.01"	"ExhaustiveFinitePass"	"DatasetReplayProof"	"SecondOrderPhonologyVerification`Private`englishLedgerProof"	8	6	true	"DatasetReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Verify the embedded canonical payload hash, schema, natural-key uniqueness, and exact row count. | Recompute every reported count and decision from all embedded rows; do not treat the acoustic corpus as rerun."
"DATA-ZH-R1.REPLAY.01.WOLFRAM-PROOF"	"DATA-ZH-R1"	"DATA-ZH-R1.REPLAY.01"	"ExhaustiveFinitePass"	"DatasetReplayProof"	"SecondOrderPhonologyVerification`Private`mandarinLedgerProof"	6	6	true	"DatasetReplayProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Verify the embedded canonical payload hash, schema, natural-key uniqueness, and exact row count. | Recompute every reported count and decision from all embedded rows; do not treat the acoustic corpus as rerun."
