inventory_number	source_group	textgrid_basename	source_textgrid_relative_path	source_textgrid_size_bytes	source_textgrid_sha256	cell	target_hanzi_interval_1based	target_script_character_index_1based	occurrence_ordinal_within_cell	target_hanzi	hanzi_script	analysis_split	left_context_8	immediate_previous_hanzi	immediate_next_hanzi	right_context_8	construction_scope_class	construction_subtype	scope_rule_id	scope_evidence	wu_source_location	corrected_predicted_category	original_predicted_category	original_raw_target_pinyin	original_observed_category	original_decision	corrected_decision	acoustic_frame_status	scope_assignment_uses_pinyin	scope_assignment_uses_audio
2493	SSB0018	SSB00180120.TextGrid	2493/SSB00180120.TextGrid	3453	09df6cbee07fd6de6ccee2ca07ee715d5a9118f5b0da917b452d9aa110302a5f	BARE	5	4	1	一	我找到一个宝贵的片子	development	我找到	到	个	个宝贵的片子	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
2573	SSB0018	SSB00180220.TextGrid	2573/SSB00180220.TextGrid	3575	fc90892789359ce7d4526b22592d5034f383a31d69e0e855a216645f67fd18ee	BARE	8	7	1	一	每次有人登录一个站点	development	每次有人登录	录	个	个站点	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
2598	SSB0018	SSB00180249.TextGrid	2598/SSB00180249.TextGrid	5548	648e0567e31414d720371d99a12100141bd6ef53abf58b85be09744cb71f47c2	BARE	10	9	1	一	没有具体数据只说一个总数是远远不够的	development	没有具体数据只说	说	个	个总数是远远不够	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
2675	SSB0018	SSB00180341.TextGrid	2675/SSB00180341.TextGrid	3193	e56b3b8d64e4aa3750f3543b7c6e303745ec312fb790f76862054b6bae7b1093	BARE	4	3	1	一	那是一个信号或什么	development	那是	是	个	个信号或什么	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
2697	SSB0018	SSB00180366.TextGrid	2697/SSB00180366.TextGrid	5360	7a9d5734a2d38d9a2d3dcaecadb6d12ba98a65c2ee73b3d86bc236f434e7cbf1	BARE	5	4	1	一	但这是一个对我丈夫而言很重要的时刻	development	但这是	是	个	个对我丈夫而言很	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
2788	SSB0018	SSB00180474.TextGrid	2788/SSB00180474.TextGrid	5782	33962b4d204650e85a210ea528b724ef9feb71f8e186a6aff3e22f0749524441	BARE	17	15	1	一	第二我们利用这些道理去制作下一个计划	development	这些道理去制作下	下	个	个计划	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_XIA	R3_REMAINING_SIMPLEX_YI_GE	visible_string=下一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
2856	SSB0033	SSB00330040.TextGrid	2856/SSB00330040.TextGrid	4085	6ece35b1aecb3044612bc693b6cec0f27c330770361ec03b5cad257c1d571e67	BARE	7	6	1	一	这款汽车有一个特别的功能	development	这款汽车有	有	个	个特别的功能	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
2914	SSB0033	SSB00330101.TextGrid	2914/SSB00330101.TextGrid	3063	7e72c75d8f18adc549a18b6ecb703fb1fc59528396adeb4d90f26cd986c032a1	BARE	9	8	1	一	你可以给我联系一个	development	你可以给我联系	系	个	个	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
2994	SSB0033	SSB00330183.TextGrid	2994/SSB00330183.TextGrid	2877	7a7ad5daa4c60437760c49039b19212f216e93a0c96cddaffcf6891ab2ad7c4d	BARE	6	5	1	一	总的来说一个组织	development	总的来说	说	个	个组织	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3053	SSB0033	SSB00330243.TextGrid	3053/SSB00330243.TextGrid	4087	531e80035f57a5586fcf196a26c22a058d1276be6bcc94042ed8187ac4420ee9	BARE	11	10	1	一	我不知道我是否可以一个响指	development	不知道我是否可以	以	个	个响指	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3215	SSB0033	SSB00330409.TextGrid	3215/SSB00330409.TextGrid	2365	0d788d76722a28370f28d23f92810062a48ab7f56e7b9f011d7c630d05a3a5b0	BARE	2	1	1	一	一个女性人类	development		START	个	个女性人类	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3401	SSB0038	SSB00380091.TextGrid	3401/SSB00380091.TextGrid	6482	41f71de6ed273d8b74360096044b62af62f684686539bb10b8886ba75d8022ea	BARE	8	7	1	一	图灵因为吃了一个被氯化氢浸泡过的苹果而死亡	development	图灵因为吃了	了	个	个被氯化氢浸泡过	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3423	SSB0038	SSB00380115.TextGrid	3423/SSB00380115.TextGrid	6402	d4a6c10cc0ccf75f678031246497c51ef8cbdccc8d48e22766d7cd7f0f05f863	BARE	17	13	1	一	前几天老板派谋大人参加了一个国际会议	development	板派谋大人参加了	了	个	个国际会议	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3452	SSB0038	SSB00380146.TextGrid	3452/SSB00380146.TextGrid	5971	b88e7be2dcd0034be0e75ca47f1f8122a87a254bed1f4e66d816ee59f1ef81a9	BARE	15	14	1	一	俱乐部领导决定在夺冠当晚开一个庆功宴	development	决定在夺冠当晚开	开	个	个庆功宴	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3465	SSB0038	SSB00380160.TextGrid	3465/SSB00380160.TextGrid	7276	46ba7eea61b6eafe20e5e422c8a86e2102bc46eeeb9d5dcc7105773860bbfdbe	BARE	18	16	1	一	性别在非政府项目和公益领域属于一个更广泛的范畴	development	目和公益领域属于	于	个	个更广泛的范畴	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3487	SSB0038	SSB00380184.TextGrid	3487/SSB00380184.TextGrid	3042	b262417e2f618ca1613bfaa7790cdad38061534bb8d0abf5065460d413744f57	BARE	3	2	1	一	你一个做妇女儿童的	development	你	你	个	个做妇女儿童的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3494	SSB0038	SSB00380191.TextGrid	3494/SSB00380191.TextGrid	3961	719d4fb304879662fb63a60fc6be2e252c3b1d89b518b846f82e90c6f7cc3975	BARE	6	5	1	一	称土豪型一个月一千五百元	development	称土豪型	型	个	个月一千五百元	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3499	SSB0038	SSB00380196.TextGrid	3499/SSB00380196.TextGrid	5922	b526662b5740470740c5e8ac9a99860383f16fe3f363bdbc71ecafed4ffe0a70	BARE	12	11	1	一	做机器人目前就是解决一个小小的机器人	development	器人目前就是解决	决	个	个小小的机器人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3603	SSB0038	SSB00380307.TextGrid	3603/SSB00380307.TextGrid	3061	3f61931d08d93d08b122bfd94b5cf09dac663228479df2420f966777b0810868	BARE	3	2	1	一	你一个做妇女儿童的	development	你	你	个	个做妇女儿童的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3608	SSB0038	SSB00380312.TextGrid	3608/SSB00380312.TextGrid	7057	430cc52a9d061469c4c39fd4ef96f3701a4af6a31de1cd06e7c661ecee8cb254	BARE	9	8	1	一	如果在街上看到一个男同志身边簇拥着很多女生	development	如果在街上看到	到	个	个男同志身边簇拥	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3703	SSB0038	SSB00380413.TextGrid	3703/SSB00380413.TextGrid	4122	cf363535752d4724473c0cb88a0c7ed3bbc0f19ac8eba94eb4140436fc6cc9b3	BARE	10	9	1	一	千万不要局限于那一个大件	development	千万不要局限于那	那	个	个大件	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3814	SSB0043	SSB00430054.TextGrid	3814/SSB00430054.TextGrid	6148	dcceba2d47b083a6f128e48277e70bcef19f4303b3d5d587231728e971130ac9	BARE	15	14	1	一	我想达茜大概在那个时候经历一个可怕的事情	development	概在那个时候经历	历	个	个可怕的事情	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
3851	SSB0043	SSB00430096.TextGrid	3851/SSB00430096.TextGrid	3770	65ce1a3799dfba5b087f8d49e407ac734f4b2e73a8826ffd64d2b6932c3e8295	BARE	4	3	1	一	这是一个比较快捷的方式	development	这是	是	个	个比较快捷的方式	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
4026	SSB0043	SSB00430285.TextGrid	4026/SSB00430285.TextGrid	2947	a819122080f44dd0cd172df6c18590ada271a1c45e23480ccc05d5078ab0969a	BARE	6	5	1	一	来一首找一个字代替	development	来一首找	找	个	个字代替	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
4077	SSB0043	SSB00430340.TextGrid	4077/SSB00430340.TextGrid	5603	1f232d2a27754e5dac8e2e39d9dfdf7f1a58129e82753086ac4d8ad5e7d29361	BARE	9	8	1	一	奥巴马考虑创建一个人才济济的政府机构	development	奥巴马考虑创建	建	个	个人才济济的政府	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
4306	SSB0057	SSB00570087.TextGrid	4306/SSB00570087.TextGrid	6941	8cc3331fa63cf07fd76ea11f63f203afc40b216af8f774472a773c6a89586f97	ORDINAL	12	11	1	一	苹果刚刚成为世界上第一个市值突破七千亿的公司	development	刚刚成为世界上第	第	个	个市值突破七千亿	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi2	YI_T2	COUNTEREXAMPLE	COUNTEREXAMPLE	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
4612	SSB0057	SSB00570408.TextGrid	4612/SSB00570408.TextGrid	7127	2cefb62d9fbebc1baaaaf030cb454e293e4e997d8adc10d473f2cb2c39d155a0	ORDINAL	12	11	1	一	苹果刚刚成为世界上第一个市值突破七千亿的公司	development	刚刚成为世界上第	第	个	个市值突破七千亿	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi2	YI_T2	COUNTEREXAMPLE	COUNTEREXAMPLE	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
4695	SSB0073	SSB00730012.TextGrid	4695/SSB00730012.TextGrid	6482	93737f6544ccf9ee6ed1f2c7ab4450e983396f495d853ce704c18e94595269f5	BARE	8	7	1	一	其目的是确保一个完成和公正的严格检测体系	confirmation	其目的是确保	保	个	个完成和公正的严	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
4734	SSB0073	SSB00730052.TextGrid	4734/SSB00730052.TextGrid	5588	bcfeeaa8a2d24b769d3ed3fa2bc97558fead6bf0844636c1377fd94684651880	BARE	11	9	1	一	由于该规定确定了一个诉讼前置程序	confirmation	由于该规定确定了	了	个	个诉讼前置程序	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
4756	SSB0073	SSB00730076.TextGrid	4756/SSB00730076.TextGrid	6615	5376a83f59024a0a7620d31f55a01d24abb54cf6ed7fe99ea0210613b0ce1afa	BARE	4	3	1	一	其中一个重要的原因就是证券犯罪成本太低	confirmation	其中	中	个	个重要的原因就是	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
4852	SSB0073	SSB00730176.TextGrid	4852/SSB00730176.TextGrid	6659	4afe53ef8230a77af842369fd5dc1fe8e619ce5a5ac0fc8901652dc78c007417	BARE	11	9	1	一	在现阶段我国这样一个强有力的卖场市场中	confirmation	在现阶段我国这样	样	个	个强有力的卖场市	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5144	SSB0073	SSB00730481.TextGrid	5144/SSB00730481.TextGrid	6533	cbe27b473efe58010135c50ba40b564705b369c86c26294ca636a9e94fb8645e	BARE	17	14	1	一	当晚竟被人发现死在自家三楼一个塑料桶内	confirmation	发现死在自家三楼	楼	个	个塑料桶内	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5176	SSB0080	SSB00800027.TextGrid	5176/SSB00800027.TextGrid	5493	5b0af98a4ed7b74922671d0af0bd3a1eeae1f4aed52087caec353739bdfc56dd	BARE	14	13	1	一	他曾将自己关在房间里整整一个星期	development	己关在房间里整整	整	个	个星期	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5177	SSB0080	SSB00800029.TextGrid	5177/SSB00800029.TextGrid	3056	f94d555e8c042399b8e0fbe54bba74b01d488c1e37907b039a80d5f25a3d7754	BARE	4	3	1	一	汤米一个饲鹰者的吗	development	汤米	米	个	个饲鹰者的吗	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5187	SSB0080	SSB00800041.TextGrid	5187/SSB00800041.TextGrid	7261	de9f100fe3d8032445faccce46910a2bfa39047ed0c9f641bb0796051b616523	BARE	21	20	1	一	那段时间对他来说可以说是人生中最黑暗的一个星期	development	是人生中最黑暗的	的	个	个星期	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5197	SSB0080	SSB00800051.TextGrid	5197/SSB00800051.TextGrid	4166	b15cbc6895c78689675c54bfe7095ef12b4e633cdf7cb890b58d4fcffc7ae51f	BARE	3	2	1	一	有一个异教徒看见你也在那里	development	有	有	个	个异教徒看见你也	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5284	SSB0080	SSB00800138.TextGrid	5284/SSB00800138.TextGrid	2943	16d718182e9a0e8379ca2ab803ec8ee9a8d96dfb2186694a80a30a749fd3ccad	BARE	4	3	1	一	这是一个药品广告	development	这是	是	个	个药品广告	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5306	SSB0080	SSB00800161.TextGrid	5306/SSB00800161.TextGrid	3073	29d889f7810cec6854fc4d4f29123553c6cfaeaf2f9304a8826679ee198338dd	BARE	4	3	1	一	他是一个不错的孩子	development	他是	是	个	个不错的孩子	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5321	SSB0080	SSB00800177.TextGrid	5321/SSB00800177.TextGrid	3940	bff77c223eb20a85738434eccf12b8a67f3b6720e2a9b27038832a47d929596a	BARE	3	2	1	一	向一个已婚男人投怀送抱	development	向	向	个	个已婚男人投怀送	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
5331	SSB0080	SSB00800188.TextGrid	5331/SSB00800188.TextGrid	2109	30a0af5798823996a8bef0922e2093eb180ddbe997bd783227466e24c697b441	ORDINAL	3	2	1	一	第一个作品	development	第	第	个	个作品	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi2	YI_T2	COUNTEREXAMPLE	COUNTEREXAMPLE	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
